61,-99.61,62.4,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-55.37,35.74,-76.17,70.02,33.4,-47.46,3.52,6.15,0.234
62,-97.27,64.75,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-54.49,34.86,-74.12,67.97,32.52,-46.0,4.69,7.32,0.312
63,-94.04,67.97,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-53.32,39.55,-72.66,74.12,31.93,-47.46,5.57,8.5,0.93
64,-90.23,71.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-51.27,49.8,-71.78,86.43,33.11,-49.51,6.15,9.38,0.468
65,-86.13,75.88,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-48.93,58.89,-71.48,91.99,35.45,-46.0,6.45,9.96,0.546
66,-81.1,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38,0.78
67,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,43.98,-73.24,77.93,36.33,-38.96,5.57,8.5,0.156
68,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75.0,73.54,37.21,-36.91,4.69,7.32,0.234
69,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15,0.312
70,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69,0.398
71,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93,0.468
72,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17,0.546
73,-61.23,100.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-40.72,58.3,-75.59,77.64,47.46,-32.23,-3.22,-0.59,0.78
74,-61.82,100.2,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-38.09,56.54,-72.95,77.05,47.75,-33.4,-4.98,-2.34,0.156
75,-62.99,99.02,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-36.04,55.08,-70.31,75.88,47.17,-33.69,-6.45,-3.81,0.234
76,-65.33,96.68,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-35.16,54.2,-68.26,73.83,45.7,-32.81,-7.62,-4.98,0.312
77,-68.55,93.46,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-39.84,53.03,-74.41,72.36,47.17,-32.23,-8.79,-5.86,0.39
78,-72.36,89.65,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-50.1,50.98,-86.72,71.48,49.22,-33.4,-9.67,-6.45,0.468
79,-76.46,85.55,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-59.18,48.63,-92.29,71.19,45.7,-35.74,-10.25,-6.74,0.546
80,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46.0,-87.89,71.78,43.65,-36.04,-9.67,-6.45,0.78
81,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-3.62,-8.79,-5.86,0.156
82,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98,0.234
83,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81,0.312
84,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34,0.39
85,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59,0.468
86,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-50.1,49.8,-79.69,79.39,39.55,-39.84,-1.46,1.17,0.546
